usuario_id,mes_referencia,renda_mensal,total_despesas,percentual_renda_comprometida,nivel_endividamento_pct,taxa_poupanca_pct,percentual_despesas_fixas,percentual_gastos_nao_essenciais,quantidade_despesas_recorrentes,quantidade_transacoes_despesa,variacao_despesas_pct,reserva_em_meses,score_financeiro,perfil_financeiro,confianca_perfil,fatores_risco,fatores_positivos,regra_rotulacao,split,fonte
USR001390,2026-03,7775.86,6697.19,86.13,48.84,4.3,31.08,2.37,3,11,9.6,3.41,50.0,EM_OBSERVACAO,0.5619,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001391,2026-03,16944.09,9781.4,57.73,32.18,9.0,18.02,7.7,1,5,-12.35,2.85,83.0,SAUDAVEL,0.6824,endividamento_moderado|reserva_baixa,despesas_controladas|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001392,2026-03,5848.5,3525.13,60.27,17.15,11.85,64.28,35.72,0,4,0.4,4.98,90.0,SAUDAVEL,0.7549,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001393,2026-03,6127.33,5430.37,88.63,35.69,8.03,24.76,24.03,3,11,12.24,0.8,54.0,EM_OBSERVACAO,0.6155,renda_muito_comprometida|endividamento_moderado|sem_reserva_adequada,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001394,2026-03,3361.46,1846.04,54.92,0.0,20.85,55.0,25.8,3,7,-2.62,13.95,100.0,SAUDAVEL,0.933,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001395,2026-03,9966.35,11155.4,111.93,61.38,2.82,50.88,49.12,3,6,6.7,0.84,0.0,EM_RISCO,0.9424,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001396,2026-03,14165.09,9523.58,67.23,20.26,9.34,30.84,21.03,4,11,-2.23,1.07,83.0,SAUDAVEL,0.6968,endividamento_moderado|reserva_baixa,despesas_controladas|poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001397,2026-03,6042.22,5838.65,96.63,43.87,3.18,46.79,38.47,3,7,-4.89,1.35,32.0,EM_RISCO,0.8602,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001398,2026-03,7903.0,6468.55,81.85,13.83,3.82,14.33,65.22,3,10,-7.22,6.3,77.0,SAUDAVEL,0.5888,renda_comprometida|baixa_taxa_poupanca|gastos_nao_essenciais_altos,baixo_endividamento|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001399,2026-03,7593.6,6072.24,79.97,30.1,8.7,23.81,56.2,2,4,-24.83,10.72,76.0,SAUDAVEL,0.5905,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001400,2026-03,2817.33,2055.16,72.95,46.76,4.86,75.23,11.53,5,8,-11.92,3.0,62.0,EM_OBSERVACAO,0.7479,renda_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001401,2026-03,2856.78,1700.41,59.52,22.91,14.77,46.92,14.45,0,7,6.87,13.2,96.0,SAUDAVEL,0.9021,endividamento_moderado,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001402,2026-03,20426.87,14965.83,73.27,17.29,13.99,22.14,34.5,4,12,1.25,9.84,90.0,SAUDAVEL,0.8216,renda_comprometida|gastos_nao_essenciais_em_atencao,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001403,2026-03,3402.55,3581.65,105.26,31.76,9.59,73.01,25.87,2,4,5.79,1.72,43.0,EM_RISCO,0.6957,despesas_acima_da_renda|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001404,2026-03,3909.33,2855.02,73.03,29.8,8.4,13.69,32.87,3,11,11.69,0.82,61.0,EM_OBSERVACAO,0.7558,renda_comprometida|endividamento_moderado|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001405,2026-03,6108.8,3747.97,61.35,16.54,18.16,36.15,44.27,4,8,-15.4,11.9,100.0,SAUDAVEL,0.9381,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001406,2026-03,9733.45,7801.09,80.15,24.14,4.8,9.56,53.71,1,7,4.57,2.81,55.0,EM_OBSERVACAO,0.6146,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001407,2026-03,4937.89,3436.55,69.6,14.16,11.21,15.19,40.3,3,9,39.51,6.56,95.0,SAUDAVEL,0.8665,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001408,2026-03,5120.52,3479.92,67.96,18.61,12.67,49.65,47.51,5,11,-19.68,9.14,95.0,SAUDAVEL,0.8849,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001409,2026-03,2061.12,1859.62,90.22,39.75,3.6,82.43,17.57,3,4,8.79,1.07,53.0,EM_OBSERVACAO,0.6259,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001410,2026-03,9956.17,7482.28,75.15,1.5,10.73,55.51,0.0,1,4,-0.9,12.6,95.0,SAUDAVEL,0.8734,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001411,2026-03,2468.15,2540.41,102.93,30.93,4.5,8.47,79.24,2,6,5.88,1.82,30.0,EM_RISCO,0.8865,despesas_acima_da_renda|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001412,2026-03,4838.93,3443.33,71.16,25.44,9.3,50.65,3.47,3,6,-19.94,3.86,81.0,SAUDAVEL,0.6761,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001413,2026-03,7394.84,6124.35,82.82,19.85,9.86,18.1,45.09,6,13,-5.66,1.15,72.0,EM_OBSERVACAO,0.6522,renda_comprometida|reserva_baixa|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001414,2026-03,4027.08,3201.38,79.5,28.28,5.82,64.41,29.91,2,4,1.52,4.29,68.0,EM_OBSERVACAO,0.6683,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001415,2026-03,6210.02,5861.45,94.39,43.19,8.68,29.08,70.92,4,6,4.74,1.35,40.0,EM_RISCO,0.7185,renda_muito_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001416,2026-03,3267.21,2261.38,69.21,7.78,20.56,39.94,11.56,5,10,-19.0,6.24,100.0,SAUDAVEL,0.9163,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001417,2026-03,4911.73,3497.94,71.22,24.01,21.1,26.5,20.96,4,13,16.72,8.24,91.0,SAUDAVEL,0.8355,renda_comprometida|endividamento_moderado,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001418,2026-03,4556.48,3457.43,75.88,84.42,2.62,47.86,19.31,3,6,-7.68,0.51,30.0,EM_RISCO,0.7977,renda_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001419,2026-03,8305.14,9780.08,117.76,66.58,0.73,51.27,28.15,4,7,12.93,0.63,0.0,EM_RISCO,0.9117,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001420,2026-03,3538.22,3955.25,111.79,58.25,2.74,63.23,0.39,4,8,3.39,0.03,15.0,EM_RISCO,0.9244,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001421,2026-03,6275.21,5792.62,92.31,36.37,7.63,14.65,72.92,2,7,-0.16,3.46,51.0,EM_OBSERVACAO,0.5896,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001422,2026-03,2459.83,2129.42,86.57,25.14,6.7,83.92,6.35,4,9,-0.37,1.61,53.0,EM_OBSERVACAO,0.6719,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001423,2026-03,7195.08,6139.14,85.32,42.39,4.4,60.13,39.87,2,4,4.23,1.9,32.0,EM_RISCO,0.7914,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001424,2026-03,6578.21,3655.5,55.57,27.38,15.7,54.57,8.74,3,8,1.04,12.34,100.0,SAUDAVEL,0.9486,endividamento_moderado,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001425,2026-03,3956.97,3610.09,91.23,73.48,2.15,84.38,15.62,3,4,0.45,0.82,18.0,EM_RISCO,0.9559,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001426,2026-03,6599.72,4775.74,72.36,41.74,3.49,55.66,33.52,6,10,-27.67,1.95,49.0,EM_RISCO,0.6165,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001427,2026-03,8970.04,6777.99,75.56,7.14,18.36,33.89,5.47,2,4,5.03,7.31,100.0,SAUDAVEL,0.98,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001428,2026-03,5169.92,4921.83,95.2,17.9,7.63,70.36,15.3,2,8,26.7,3.54,70.0,EM_OBSERVACAO,0.6906,renda_muito_comprometida|baixa_taxa_poupanca,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001429,2026-03,2393.54,1946.23,81.31,24.81,10.57,15.84,48.56,3,9,-10.26,1.34,63.0,EM_OBSERVACAO,0.7661,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001430,2026-03,10655.98,7575.73,71.09,3.12,16.57,44.12,37.15,5,8,21.47,5.23,85.0,SAUDAVEL,0.6788,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001431,2026-03,5617.19,4730.86,84.22,55.7,3.66,23.69,43.94,3,8,6.44,2.4,44.0,EM_RISCO,0.6867,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001432,2026-03,8800.91,10760.32,122.26,45.46,2.53,37.36,20.86,2,6,16.85,0.39,15.0,EM_RISCO,0.9161,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001433,2026-03,10274.36,8216.72,79.97,37.62,8.31,31.01,13.93,4,8,-9.28,1.8,73.0,EM_OBSERVACAO,0.6248,renda_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001434,2026-03,4659.9,2816.93,60.45,27.14,9.43,48.13,15.6,2,7,-3.21,3.88,91.0,SAUDAVEL,0.7991,endividamento_moderado,despesas_controladas|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001435,2026-03,5715.06,5542.82,96.99,44.87,1.25,32.98,54.78,5,12,-6.78,0.53,18.0,EM_RISCO,0.9119,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001436,2026-03,7531.69,5619.82,74.62,17.97,21.96,80.9,19.1,5,11,14.84,6.95,100.0,SAUDAVEL,0.9094,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001437,2026-03,4682.95,3747.13,80.02,25.83,3.09,79.38,7.85,7,10,-3.52,3.52,73.0,EM_OBSERVACAO,0.5892,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001438,2026-03,3579.66,2467.39,68.93,10.16,19.97,36.33,17.88,4,7,-5.78,5.76,100.0,SAUDAVEL,0.9185,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001439,2026-03,6251.31,4874.5,77.98,22.19,3.09,78.5,5.98,4,8,-8.01,1.82,65.0,EM_OBSERVACAO,0.7215,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001440,2026-03,13341.02,8831.98,66.2,15.52,10.2,46.37,13.76,4,9,5.72,16.93,100.0,SAUDAVEL,0.9366,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001441,2026-03,4494.16,3156.77,70.24,13.33,12.98,73.58,3.72,3,7,-9.47,5.24,90.0,SAUDAVEL,0.7812,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001442,2026-03,4187.59,3734.72,89.19,18.57,3.03,49.25,40.41,4,9,-24.75,4.56,60.0,EM_OBSERVACAO,0.7307,renda_muito_comprometida|baixa_taxa_poupanca|gastos_nao_essenciais_altos,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001443,2026-03,8291.59,8380.29,101.07,76.83,2.81,20.27,79.73,2,5,-7.91,1.0,2.0,EM_RISCO,0.98,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001444,2026-03,3622.4,3112.28,85.92,31.16,9.96,53.59,46.41,0,4,-2.8,3.38,59.0,EM_OBSERVACAO,0.7125,renda_muito_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001445,2026-03,16925.63,13581.29,80.24,25.31,10.34,65.43,34.45,1,6,-29.72,4.42,76.0,SAUDAVEL,0.5875,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_em_atencao,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001446,2026-03,5715.94,4592.46,80.34,23.66,10.09,58.96,39.99,2,4,18.13,2.36,63.0,EM_OBSERVACAO,0.7513,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001447,2026-03,4509.83,2727.2,60.47,15.91,12.81,43.18,33.02,1,5,-21.57,13.06,100.0,SAUDAVEL,0.9261,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001448,2026-03,2795.36,2135.36,76.39,43.05,5.84,25.37,74.63,1,4,-7.86,3.36,52.0,EM_OBSERVACAO,0.633,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001449,2026-03,2777.27,2412.54,86.87,35.68,7.91,54.21,30.69,3,8,-6.61,4.88,56.0,EM_OBSERVACAO,0.6842,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001450,2026-03,3880.59,3771.91,97.2,71.99,2.61,43.95,16.34,2,6,-27.88,1.15,25.0,EM_RISCO,0.9553,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001451,2026-03,2397.85,2315.16,96.55,55.38,5.58,73.16,1.83,1,5,-1.62,0.61,35.0,EM_RISCO,0.7921,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001452,2026-03,3589.7,2317.57,64.56,39.17,5.71,57.27,35.52,2,5,-7.74,1.9,65.0,EM_OBSERVACAO,0.7187,endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,despesas_controladas,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001453,2026-03,6092.28,4615.83,75.77,38.05,5.0,24.61,41.22,3,8,-2.31,6.08,68.0,EM_OBSERVACAO,0.6558,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001454,2026-03,4350.8,2702.75,62.12,23.76,18.72,55.25,40.81,4,12,11.43,7.11,91.0,SAUDAVEL,0.799,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001455,2026-03,4672.59,3521.95,75.37,40.89,6.88,70.15,29.85,2,4,-24.81,3.88,57.0,EM_OBSERVACAO,0.684,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001456,2026-03,4324.54,3000.02,69.37,15.79,20.87,34.57,44.72,2,5,19.68,10.74,100.0,SAUDAVEL,0.9304,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001457,2026-03,5903.79,5219.66,88.41,44.84,9.91,64.73,19.59,6,10,2.26,3.53,58.0,EM_OBSERVACAO,0.7376,renda_muito_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001458,2026-03,10821.26,7181.48,66.36,5.53,11.68,63.28,0.0,6,11,-3.58,13.07,100.0,SAUDAVEL,0.9524,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001459,2026-03,4675.85,5418.24,115.88,75.87,2.66,28.81,13.29,2,6,5.07,0.56,5.0,EM_RISCO,0.8777,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001460,2026-03,7008.76,4806.62,68.58,0.0,21.5,25.73,62.13,2,4,-0.61,20.19,100.0,SAUDAVEL,0.9011,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001461,2026-03,6302.58,5608.13,88.98,36.22,3.16,15.21,47.86,1,8,-9.24,3.65,51.0,EM_OBSERVACAO,0.5926,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001462,2026-03,4761.43,2803.15,58.87,12.96,20.11,41.61,8.73,4,8,9.45,9.5,100.0,SAUDAVEL,0.926,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001463,2026-03,3058.43,2191.39,71.65,0.0,18.06,32.01,48.31,3,8,7.59,15.77,90.0,SAUDAVEL,0.7795,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001464,2026-03,15667.47,14006.11,89.4,29.74,10.04,36.05,34.03,7,14,3.84,1.59,56.0,EM_OBSERVACAO,0.6258,renda_muito_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001465,2026-03,9695.63,8231.33,84.9,28.54,9.7,50.22,8.61,4,9,-12.35,4.87,81.0,SAUDAVEL,0.6462,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001466,2026-03,3961.48,3664.37,92.5,29.67,3.78,71.27,18.54,2,5,13.47,2.82,53.0,EM_OBSERVACAO,0.6495,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001467,2026-03,9214.41,6468.32,70.2,16.41,5.09,61.55,15.89,7,11,-8.63,4.07,82.0,SAUDAVEL,0.7077,renda_comprometida|baixa_taxa_poupanca,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001468,2026-03,7680.16,6001.03,78.14,38.73,10.66,28.7,71.3,4,12,-1.97,3.26,71.0,EM_OBSERVACAO,0.6281,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001469,2026-03,4755.85,4539.64,95.45,20.91,7.26,64.56,9.58,5,7,-6.76,2.0,53.0,EM_OBSERVACAO,0.6504,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001470,2026-03,11929.03,9174.98,76.91,39.71,8.43,54.81,17.68,2,7,-0.83,3.07,81.0,SAUDAVEL,0.6763,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001471,2026-03,4108.36,3302.16,80.38,17.86,10.02,31.23,68.77,1,5,-12.05,1.71,72.0,EM_OBSERVACAO,0.6627,renda_comprometida|reserva_baixa|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001472,2026-03,4211.59,2391.69,56.79,4.92,14.5,34.13,63.84,4,9,-13.06,19.98,95.0,SAUDAVEL,0.8692,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001473,2026-03,8721.25,6025.66,69.09,22.61,14.87,34.89,1.34,2,6,2.15,17.78,96.0,SAUDAVEL,0.8651,endividamento_moderado,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001474,2026-03,1443.66,1470.3,101.84,12.27,6.21,75.24,24.76,2,4,19.13,2.96,49.0,EM_RISCO,0.5905,despesas_acima_da_renda|baixa_taxa_poupanca|reserva_baixa,baixo_endividamento,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001475,2026-03,4502.0,4626.25,102.76,54.43,1.85,77.31,22.69,1,5,-5.82,0.0,15.0,EM_RISCO,0.9335,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001476,2026-03,8531.02,5346.27,62.67,1.77,21.08,79.44,6.32,4,7,-11.68,16.05,100.0,SAUDAVEL,0.9684,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001477,2026-03,4474.12,4432.62,99.07,77.02,1.76,46.45,37.43,5,11,-3.63,0.93,8.0,EM_RISCO,0.8994,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001478,2026-03,8381.23,4536.15,54.12,8.37,15.59,41.68,50.62,5,9,74.23,10.35,100.0,SAUDAVEL,0.9451,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001479,2026-03,11564.94,7718.11,66.74,33.71,10.03,52.11,47.89,5,8,14.93,5.55,81.0,SAUDAVEL,0.7031,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001480,2026-03,2508.79,2381.97,94.94,37.97,5.2,97.63,2.37,3,5,13.97,2.21,53.0,EM_OBSERVACAO,0.6527,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001481,2026-03,5951.28,3938.52,66.18,18.62,14.64,40.12,49.25,2,7,21.92,13.33,95.0,SAUDAVEL,0.8445,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001482,2026-03,2410.62,1968.59,81.66,26.35,8.89,35.99,24.63,2,5,-0.99,5.26,81.0,SAUDAVEL,0.6898,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
